OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,TotPerformedCycles,TotBankingCycles,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTripLBRate1,FshNDTripLBRate2,FshNDTripLBRate3,FshNDTripLBRate4,FshNDTripLBRate5,FshNDTripLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTripLB_TransRate1,FshNDTripLB_TransRate2,FshNDTripLB_TransRate3,FshNDTripLB_TransRate4,FshNDTripLB_TransRate5,FshNDTripLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,FshNDPregnancies1,FshNDPregnancies2,FshNDPregnancies3,FshNDPregnancies4,FshNDPregnancies5,FshNDPregnancies6,FshNDSnglLB_PregRate1,FshNDSnglLB_PregRate2,FshNDSnglLB_PregRate3,FshNDSnglLB_PregRate4,FshNDSnglLB_PregRate5,FshNDSnglLB_PregRate6,FshNDTripLB_PregRate1,FshNDTripLB_PregRate2,FshNDTripLB_PregRate3,FshNDTripLB_PregRate4,FshNDTripLB_PregRate5,FshNDTripLB_PregRate6,FshNDLvBirths_PregRate1,FshNDLvBirths_PregRate2,FshNDLvBirths_PregRate3,FshNDLvBirths_PregRate4,FshNDLvBirths_PregRate5,FshNDLvBirths_PregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTripLB_TransRate1,ThwNDTripLB_TransRate2,ThwNDTripLB_TransRate3,ThwNDTripLB_TransRate4,ThwNDTripLB_TransRate5,ThwNDTripLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
217,BOSTON IVF,,WALTHAM,MASSACHUSETTS,>99%,43%,<1%,<1%,7%,8%,11%,18%,4%,3%,26%,6%,37%,4%,8%,3452,43,"Michael M. Alper, MD",859,570,555,351,149,34,4.7,5.6,8.1,9.4,10.7,20.6,1.7,1.9,2.4,3.1,3.7,2.4,30.5,21.6,15.7,7.8,2.7,6.7,27.1,18.0,6.5,1.7,0.0,0 / 12,21.8,18.2,15.9,8.0,4.0,5.9,0.3,0.0,0.2,0.0,0.0,0.0,30.7,22.3,18.9,9.7,4.0,5.9,35.0,28.4,27.2,18.8,9.4,11.8,733,465,448,274,111,19,25.5,22.4,19.6,10.2,5.4,2 / 19,0.4,0.0,0.2,0.0,0.0,0 / 19,36.0,27.3,23.4,12.4,5.4,2 / 19,41.1,34.8,33.7,24.1,12.6,4 / 19,301,162,151,66,14,4,62.1,64.2,58.3,42.4,6 / 14,2 / 4,1.0,0.0,0.7,0.0,0 / 14,0 / 4,87.7,78.4,69.5,51.5,6 / 14,2 / 4,277,171,100,47,15,2,253,156,77,41,12,2,1.2,1.0,1.0,1.1,2.4,,1.6,1.7,1.7,2.5,3.0,2.5,26.2,25.9,13.7,7.9,5.6,0 / 5,22.9,21.8,15.6,14.6,2 / 12,0 / 2,0.0,0.0,0.0,0.0,0 / 12,0 / 2,29.6,28.8,16.9,14.6,2 / 12,0 / 2,36.4,35.3,20.8,19.5,2 / 12,0 / 2,139,140,121,120,1.9,1.9,31.7,21.5,29.8,20.0,42.1,26.7,51.2,34.2,Boston IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MA
218,CENTER FOR REPRODUCTIVE MEDICINE,UNIVERSITY OF MICHIGAN REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,ANN ARBOR,MICHIGAN,100%,61%,0%,0%,4%,18%,15%,29%,11%,5%,50%,3%,8%,12%,25%,220,18,"Senait Fisseha, MD",70,27,15,10,3,0,10.0,11.1,2 / 15,3 / 10,1 / 3,,1.6,1.9,2.1,2.3,1.5,,30.9,15.2,17.4,2 / 16,0 / 3,,37.3,13.6,0 / 11,0 / 7,0 / 1,,34.3,14.8,1 / 15,2 / 10,0 / 3,,0.0,0.0,0 / 15,0 / 10,0 / 3,,38.6,18.5,1 / 15,2 / 10,0 / 3,,47.1,33.3,4 / 15,2 / 10,0 / 3,,60,24,11,7,2,0,40.0,16.7,1 / 11,2 / 7,0 / 2,,0.0,0.0,0 / 11,0 / 7,0 / 2,,45.0,20.8,1 / 11,2 / 7,0 / 2,,55.0,37.5,4 / 11,2 / 7,0 / 2,,33,9,4,2,0,0,72.7,4 / 9,1 / 4,2 / 2,,,0.0,0 / 9,0 / 4,0 / 2,,,81.8,5 / 9,1 / 4,2 / 2,,,36,14,7,5,1,0,33,12,7,4,1,0,1.1,1.5,1.2,4.0,0.5,,1.7,1.7,2.1,1.3,3.0,,19.6,30.0,5 / 15,0 / 5,1 / 3,,18.2,4 / 12,1 / 7,0 / 4,0 / 1,,0.0,0 / 12,0 / 7,0 / 4,0 / 1,,21.2,5 / 12,2 / 7,0 / 4,0 / 1,,27.3,5 / 12,4 / 7,0 / 4,1 / 1,,8,6,8,6,1.5,1.5,6 / 12,1 / 9,3 / 8,1 / 6,4 / 8,1 / 6,5 / 8,2 / 6,"Center for Reproductive Medicine, University of Michigan Reproductive Endocrinology and Infertility",Yes,No,Yes,Yes,Yes,Yes,Yes,0,MI
219,"CENTER FOR REPRODUCTIVE MEDICINE AND SURGERY, PC",,BIRMINGHAM,MICHIGAN,100%,84%,1%,0%,0%,7%,22%,49%,10%,2%,27%,5%,8%,12%,14%,135,7,"Michael S. Mersol-Barg, MD",46,16,22,8,1,3,2.2,0 / 16,4.5,1 / 8,0 / 1,1 / 3,2.0,2.3,2.0,2.4,2.0,2.0,27.1,20.6,10.5,1 / 17,1 / 2,1 / 4,7.7,0 / 14,1 / 15,0 / 6,0 / 1,0 / 1,21.7,4 / 16,13.6,1 / 8,1 / 1,0 / 3,0.0,0 / 16,0.0,0 / 8,0 / 1,0 / 3,30.4,5 / 16,13.6,1 / 8,1 / 1,0 / 3,34.8,6 / 16,18.2,1 / 8,1 / 1,2 / 3,43,15,19,7,1,2,23.3,4 / 15,3 / 19,1 / 7,1 / 1,0 / 2,0.0,0 / 15,0 / 19,0 / 7,0 / 1,0 / 2,32.6,5 / 15,3 / 19,1 / 7,1 / 1,0 / 2,37.2,6 / 15,4 / 19,1 / 7,1 / 1,2 / 2,16,6,4,1,1,2,10 / 16,4 / 6,3 / 4,1 / 1,1 / 1,0 / 2,0 / 16,0 / 6,0 / 4,0 / 1,0 / 1,0 / 2,14 / 16,5 / 6,3 / 4,1 / 1,1 / 1,0 / 2,11,7,4,1,0,0,11,7,4,1,0,0,1.1,1.0,2.0,1.0,,,1.5,1.3,1.5,1.0,,,7 / 16,4 / 9,3 / 6,0 / 1,,,4 / 11,4 / 7,2 / 4,0 / 1,,,1 / 11,0 / 7,0 / 4,0 / 1,,,5 / 11,4 / 7,2 / 4,0 / 1,,,6 / 11,4 / 7,3 / 4,1 / 1,,,4,5,3,4,2.0,1.3,2 / 6,2 / 5,2 / 3,2 / 4,2 / 3,2 / 4,2 / 3,3 / 4,Michigan Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Pending,0,MI
220,"ADVANCED REPRODUCTIVE MEDICINE AND SURGERY, PC",,BLOOMFIELD HILLS,MICHIGAN,100%,77%,0%,0%,5%,12%,8%,29%,21%,3%,51%,13%,8%,11%,24%,103,0,"Carole L. Kowalczyk, MD",29,10,21,9,13,1,10.3,1 / 10,47.6,2 / 9,2 / 13,0 / 1,2.2,3.1,2.8,3.1,3.3,3.0,34.5,25.0,24.0,18.2,0.0,0 / 3,11.5,0 / 9,0 / 9,0 / 7,0 / 9,0 / 1,27.6,2 / 10,19.0,1 / 9,0 / 13,0 / 1,0.0,1 / 10,0.0,0 / 9,0 / 13,0 / 1,44.8,4 / 10,23.8,2 / 9,0 / 13,0 / 1,51.7,4 / 10,28.6,3 / 9,0 / 13,1 / 1,26,9,9,7,9,1,30.8,2 / 9,4 / 9,1 / 7,0 / 9,0 / 1,0.0,1 / 9,0 / 9,0 / 7,0 / 9,0 / 1,50.0,4 / 9,5 / 9,2 / 7,0 / 9,0 / 1,57.7,4 / 9,6 / 9,3 / 7,0 / 9,1 / 1,15,4,6,3,0,1,8 / 15,2 / 4,4 / 6,1 / 3,,0 / 1,0 / 15,1 / 4,0 / 6,0 / 3,,0 / 1,13 / 15,4 / 4,5 / 6,2 / 3,,0 / 1,7,3,3,0,1,0,7,3,2,0,1,0,1.0,1.0,,,,,1.9,1.7,1.5,,1.0,,3 / 13,0 / 5,2 / 3,,0 / 1,,3 / 7,0 / 3,0 / 2,,0 / 1,,0 / 7,0 / 3,0 / 2,,0 / 1,,3 / 7,0 / 3,1 / 2,,0 / 1,,3 / 7,0 / 3,1 / 2,,0 / 1,,3,3,2,3,1.5,1.7,2 / 3,0 / 5,0 / 2,0 / 3,1 / 2,0 / 3,1 / 2,0 / 3,"Advanced Reproductive Medicine and Surgery, PC",Yes,Yes,Yes,No,Yes,Yes,Yes,0,MI
221,GAGO IVF,,BRIGHTON,MICHIGAN,100%,52%,0%,0%,4%,21%,7%,49%,17%,13%,41%,17%,2%,25%,26%,115,19,"Laura A. Gago, MD",21,15,12,8,0,0,0.0,0 / 15,0 / 12,0 / 8,,,1.8,2.4,2.7,2.4,,,47.4,27.3,23.3,4 / 17,,,3 / 19,0 / 12,0 / 10,0 / 5,,,33.3,4 / 15,5 / 12,2 / 8,,,0.0,0 / 15,0 / 12,0 / 8,,,52.4,5 / 15,6 / 12,2 / 8,,,61.9,7 / 15,6 / 12,4 / 8,,,21,14,11,7,0,0,33.3,4 / 14,5 / 11,2 / 7,,,0.0,0 / 14,0 / 11,0 / 7,,,52.4,5 / 14,6 / 11,2 / 7,,,61.9,7 / 14,6 / 11,4 / 7,,,13,7,6,4,0,0,7 / 13,4 / 7,5 / 6,2 / 4,,,0 / 13,0 / 7,0 / 6,0 / 4,,,11 / 13,5 / 7,6 / 6,2 / 4,,,11,3,5,0,0,0,10,1,5,0,0,0,0.7,1.0,0.8,0.0,0.0,,1.8,1.0,2.0,,,,5 / 18,1 / 1,0 / 10,,,,3 / 10,1 / 1,0 / 5,,,,0 / 10,0 / 1,0 / 5,,,,4 / 10,1 / 1,0 / 5,,,,4 / 10,1 / 1,0 / 5,,,,9,12,9,12,1.9,1.6,5 / 17,5 / 19,5 / 9,4 / 12,5 / 9,4 / 12,7 / 9,5 / 12,Gago IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
222,MICHIGAN COMPREHENSIVE FERTILITY CENTER,,DEARBORN,MICHIGAN,100%,79%,0%,0%,0%,10%,19%,34%,12%,2%,48%,7%,9%,7%,24%,163,0,"David M. Magyar, DO",70,13,14,9,4,1,18.6,2 / 13,1 / 14,1 / 9,3 / 4,1 / 1,2.0,2.0,2.6,2.8,3.0,,29.2,15.0,24.1,0.0,0 / 3,,0.0,0 / 8,0 / 9,0 / 7,0 / 1,,25.7,1 / 13,6 / 14,0 / 9,0 / 4,0 / 1,0.0,0 / 13,0 / 14,0 / 9,0 / 4,0 / 1,34.3,2 / 13,6 / 14,0 / 9,0 / 4,0 / 1,35.7,2 / 13,6 / 14,0 / 9,0 / 4,0 / 1,52,10,11,8,1,0,34.6,1 / 10,6 / 11,0 / 8,0 / 1,,0.0,0 / 10,0 / 11,0 / 8,0 / 1,,46.2,2 / 10,6 / 11,0 / 8,0 / 1,,48.1,2 / 10,6 / 11,0 / 8,0 / 1,,25,2,6,0,0,0,72.0,1 / 2,6 / 6,,,,0.0,0 / 2,0 / 6,,,,96.0,2 / 2,6 / 6,,,,13,5,4,1,0,0,10,4,3,1,0,0,1.0,1.3,,0.5,,,2.0,1.3,2.0,2.0,,,25.0,0 / 5,0 / 6,1 / 2,,,2 / 10,0 / 4,0 / 3,0 / 1,,,0 / 10,0 / 4,0 / 3,0 / 1,,,3 / 10,0 / 4,0 / 3,0 / 1,,,4 / 10,0 / 4,0 / 3,1 / 1,,,11,18,9,15,2.0,1.8,4 / 18,14.8,4 / 9,4 / 15,4 / 9,4 / 15,4 / 9,4 / 15,Michigan Comprehensive Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
223,"MICHIGAN REPRODUCTIVE & IVF CENTER, PC",,GRAND RAPIDS,MICHIGAN,>99%,83%,0%,1%,1%,16%,13%,20%,16%,3%,67%,6%,4%,6%,32%,945,6,"William G. Dodds, MD",312,80,70,17,6,0,10.9,11.3,18.6,6 / 17,2 / 6,,2.2,2.5,3.2,3.5,5.5,,29.3,19.8,20.1,2.6,0.0,,1.9,0.0,0.0,0 / 11,0 / 4,,24.0,20.0,14.3,0 / 17,0 / 6,,0.6,1.3,2.9,0 / 17,0 / 6,,36.5,26.3,24.3,0 / 17,0 / 6,,41.3,35.0,34.3,1 / 17,1 / 6,,273,68,54,11,4,0,27.5,23.5,18.5,0 / 11,0 / 4,,0.7,1.5,3.7,0 / 11,0 / 4,,41.8,30.9,31.5,0 / 11,0 / 4,,47.3,41.2,44.4,1 / 11,1 / 4,,129,28,24,1,1,0,58.1,57.1,41.7,0 / 1,0 / 1,,1.6,3.6,8.3,0 / 1,0 / 1,,88.4,75.0,70.8,0 / 1,0 / 1,,215,61,42,4,1,1,212,58,41,4,1,1,2.3,3.1,2.2,1.0,,,2.2,2.4,2.8,2.5,2.0,1.0,15.6,13.4,22.1,1 / 10,0 / 2,0 / 1,21.2,17.2,24.4,0 / 4,0 / 1,0 / 1,0.5,0.0,0.0,0 / 4,0 / 1,0 / 1,25.9,22.4,31.7,0 / 4,0 / 1,0 / 1,32.1,27.6,43.9,1 / 4,0 / 1,0 / 1,50,80,40,78,2.0,2.2,26.6,12.6,27.5,15.4,32.5,19.2,45.0,25.6,"Michigan Reproductive & IVF Center, PC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
224,IVF MICHIGAN,,ROCHESTER HILLS,MICHIGAN,100%,87%,2%,<1%,13%,13%,22%,38%,12%,18%,41%,15%,3%,15%,28%,1057,16,"Mostafa I. Abuzeid, MD",338,141,110,66,27,11,6.8,8.5,7.3,16.7,11.1,2 / 11,2.0,2.0,2.3,2.1,2.3,1.5,39.2,31.6,16.8,13.6,6.5,1 / 9,10.3,7.8,2.9,3.8,0 / 17,1 / 3,31.4,24.1,17.3,12.1,3.7,1 / 11,0.6,0.0,0.0,0.0,0.0,0 / 11,45.6,33.3,20.9,12.1,3.7,1 / 11,50.9,41.1,29.1,16.7,7.4,1 / 11,285,115,87,38,20,6,37.2,29.6,21.8,21.1,5.0,1 / 6,0.7,0.0,0.0,0.0,0.0,0 / 6,54.0,40.9,26.4,21.1,5.0,1 / 6,60.4,50.4,36.8,28.9,10.0,1 / 6,172,58,32,11,2,1,61.6,58.6,59.4,8 / 11,1 / 2,1 / 1,1.2,0.0,0.0,0 / 11,0 / 2,0 / 1,89.5,81.0,71.9,8 / 11,1 / 2,1 / 1,127,41,26,10,7,7,115,41,20,10,4,6,2.2,1.8,1.4,5.0,0.8,3.0,2.0,2.0,2.2,2.3,2.8,2.0,35.7,30.1,14.0,17.4,1 / 11,1 / 12,32.2,26.8,20.0,2 / 10,0 / 4,1 / 6,0.0,0.0,0.0,0 / 10,0 / 4,0 / 6,43.5,31.7,20.0,2 / 10,0 / 4,1 / 6,57.4,61.0,40.0,5 / 10,1 / 4,1 / 6,77,53,62,44,2.0,2.0,51.2,16.9,24.2,15.9,58.1,22.7,66.1,29.5,IVF Michigan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
225,WAYNE STATE UNIVERSITY PHYSICIAN GROUP,,SOUTHFIELD,MICHIGAN,100%,97%,0%,2%,2%,12%,17%,15%,15%,4%,41%,12%,14%,8%,16%,205,0,"Elizabeth E. Puscheck, MD",67,22,20,10,1,0,0.0,9.1,0.0,0 / 10,0 / 1,,2.2,2.8,2.8,3.3,4.0,,29.8,11.1,24.5,15.0,1 / 4,,1.6,0 / 18,0 / 17,0 / 6,0 / 1,,26.9,18.2,20.0,2 / 10,0 / 1,,0.0,0.0,0.0,0 / 10,0 / 1,,41.8,18.2,40.0,2 / 10,0 / 1,,44.8,22.7,50.0,2 / 10,1 / 1,,63,19,19,6,1,0,28.6,4 / 19,4 / 19,2 / 6,0 / 1,,0.0,0 / 19,0 / 19,0 / 6,0 / 1,,44.4,4 / 19,8 / 19,2 / 6,0 / 1,,47.6,5 / 19,10 / 19,2 / 6,1 / 1,,30,5,10,2,1,0,60.0,4 / 5,4 / 10,2 / 2,0 / 1,,0.0,0 / 5,0 / 10,0 / 2,0 / 1,,93.3,4 / 5,8 / 10,2 / 2,0 / 1,,38,22,4,3,0,1,36,19,4,3,0,1,1.6,1.4,0.8,1.5,,,2.8,2.9,3.5,2.7,,3.0,18.6,12.7,0 / 14,0 / 8,,0 / 3,27.8,4 / 19,0 / 4,0 / 3,,0 / 1,0.0,0 / 19,0 / 4,0 / 3,,0 / 1,36.1,5 / 19,0 / 4,0 / 3,,0 / 1,55.6,6 / 19,0 / 4,0 / 3,,0 / 1,13,4,13,4,1.9,3.0,44.0,1 / 12,5 / 13,0 / 4,8 / 13,0 / 4,8 / 13,2 / 4,Wayne State University Physician Group,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
226,HENRY FORD REPRODUCTIVE MEDICINE,,TROY,MICHIGAN,100%,56%,0%,0%,4%,15%,8%,8%,14%,14%,41%,13%,17%,5%,24%,88,2,"Kenneth Ginsburg, MD",26,17,8,2,3,1,15.4,1 / 17,2 / 8,1 / 2,0 / 3,0 / 1,2.2,2.4,2.2,2.0,,,30.0,12.1,3 / 13,0 / 2,,,1 / 18,0 / 13,0 / 6,0 / 1,,,23.1,2 / 17,1 / 8,0 / 2,0 / 3,0 / 1,3.8,0 / 17,0 / 8,0 / 2,0 / 3,0 / 1,30.8,3 / 17,2 / 8,0 / 2,0 / 3,0 / 1,30.8,3 / 17,2 / 8,0 / 2,0 / 3,0 / 1,18,14,6,1,0,0,6 / 18,2 / 14,1 / 6,0 / 1,,,1 / 18,0 / 14,0 / 6,0 / 1,,,8 / 18,3 / 14,2 / 6,0 / 1,,,8 / 18,3 / 14,2 / 6,0 / 1,,,8,3,2,0,0,0,6 / 8,2 / 3,1 / 2,,,,1 / 8,0 / 3,0 / 2,,,,8 / 8,3 / 3,2 / 2,,,,11,8,4,1,0,1,11,8,4,1,0,1,1.2,1.6,2.0,,0.0,,2.1,1.6,1.5,2.0,,3.0,13.0,0 / 13,0 / 6,0 / 2,,0 / 3,1 / 11,0 / 8,0 / 4,0 / 1,,0 / 1,0 / 11,0 / 8,0 / 4,0 / 1,,0 / 1,1 / 11,0 / 8,0 / 4,0 / 1,,0 / 1,4 / 11,0 / 8,0 / 4,0 / 1,,0 / 1,1,3,1,3,2.0,2.0,1 / 2,1 / 6,1 / 1,1 / 3,1 / 1,1 / 3,1 / 1,2 / 3,Henry Ford Reproductive Medicine,Yes,No,Yes,No,Yes,Yes,Yes,0,MI
227,"BRENDA L. MOSKOVITZ, MD, PC",,TROY,MICHIGAN,100%,100%,0%,0%,0%,46%,9%,36%,36%,0%,64%,0%,9%,18%,55%,11,0,"Brenda L. Moskovitz, MD",5,0,3,2,0,0,0 / 5,,0 / 3,0 / 2,,,1.4,,1.0,2.5,,,4 / 7,,1 / 3,2 / 5,,,3 / 5,,1 / 1,0 / 2,,,4 / 5,,0 / 3,0 / 2,,,0 / 5,,0 / 3,0 / 2,,,4 / 5,,0 / 3,1 / 2,,,4 / 5,,1 / 3,1 / 2,,,5,0,3,2,0,0,4 / 5,,0 / 3,0 / 2,,,0 / 5,,0 / 3,0 / 2,,,4 / 5,,0 / 3,1 / 2,,,4 / 5,,1 / 3,1 / 2,,,4,0,1,1,0,0,4 / 4,,0 / 1,0 / 1,,,0 / 4,,0 / 1,0 / 1,,,4 / 4,,0 / 1,1 / 1,,,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2.0,,,,,,1 / 2,,,,,,1 / 1,,,,,,0 / 1,,,,,,1 / 1,,,,,,1 / 1,,,,,,0,0,0,0,,,,,,,,,,,"Brenda L. Moskovitz, MD, PC",Yes,No,Yes,No,Yes,Yes,Pending,0,MI
228,REPRODUCTIVE MEDICINE ASSOCIATES OF MICHIGAN,,TROY,MICHIGAN,100%,53%,0%,0%,<1%,9%,18%,16%,17%,7%,33%,22%,7%,14%,13%,383,20,"Brad T. Miller, MD",91,63,39,8,8,5,1.1,4.8,5.1,1 / 8,2 / 8,1 / 5,2.0,2.4,2.7,2.5,2.7,2.7,41.7,21.6,12.1,1 / 15,1 / 16,0 / 8,21.4,3.8,0.0,0 / 5,0 / 6,0 / 3,37.4,19.0,12.8,0 / 8,1 / 8,0 / 5,1.1,0.0,0.0,0 / 8,0 / 8,0 / 5,53.8,28.6,15.4,0 / 8,1 / 8,0 / 5,57.1,39.7,23.1,1 / 8,1 / 8,1 / 5,88,57,34,6,6,3,38.6,21.1,14.7,0 / 6,1 / 6,0 / 3,1.1,0.0,0.0,0 / 6,0 / 6,0 / 3,55.7,31.6,17.6,0 / 6,1 / 6,0 / 3,59.1,43.9,26.5,1 / 6,1 / 6,1 / 3,52,25,9,1,1,1,65.4,48.0,5 / 9,0 / 1,1 / 1,0 / 1,1.9,0.0,0 / 9,0 / 1,0 / 1,0 / 1,94.2,72.0,6 / 9,0 / 1,1 / 1,0 / 1,53,21,13,13,1,0,48,21,10,12,1,0,1.9,1.8,1.3,1.7,,0.0,1.8,1.7,1.9,1.8,2.0,,28.4,31.4,9 / 19,14.3,0 / 2,,27.1,33.3,2 / 10,1 / 12,0 / 1,,0.0,0.0,0 / 10,0 / 12,0 / 1,,35.4,38.1,4 / 10,2 / 12,0 / 1,,52.1,52.4,6 / 10,2 / 12,0 / 1,,24,24,23,16,2.1,2.1,38.8,33.3,30.4,4 / 16,47.8,6 / 16,65.2,8 / 16,Reproductive Medicine Associates of Michigan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
229,"MICHIGAN CENTER FOR FERTILITY AND WOMEN'S HEALTH, PLC",,WARREN,MICHIGAN,100%,95%,0%,0%,20%,16%,4%,27%,3%,6%,48%,4%,20%,5%,22%,187,9,"Carole L. Kowalczyk, MD",66,36,11,10,2,0,1.5,5.6,0 / 11,3 / 10,0 / 2,,2.1,2.1,1.7,1.3,3.0,,38.5,25.8,4 / 12,1 / 4,0 / 3,,0.0,0.0,0 / 5,0 / 1,0 / 1,,27.3,36.1,0 / 11,1 / 10,0 / 2,,0.0,0.0,0 / 11,0 / 10,0 / 2,,45.5,38.9,1 / 11,1 / 10,0 / 2,,48.5,41.7,3 / 11,1 / 10,0 / 2,,62,31,7,3,1,0,29.0,41.9,0 / 7,1 / 3,0 / 1,,0.0,0.0,0 / 7,0 / 3,0 / 1,,48.4,45.2,1 / 7,1 / 3,0 / 1,,51.6,48.4,3 / 7,1 / 3,0 / 1,,32,15,3,1,0,0,56.3,13 / 15,0 / 3,1 / 1,,,0.0,0 / 15,0 / 3,0 / 1,,,93.8,14 / 15,1 / 3,1 / 1,,,20,10,6,2,0,2,19,10,6,2,0,2,1.5,1.3,0.9,1.0,,,1.9,1.9,1.3,2.0,,2.0,27.8,10 / 19,5 / 8,2 / 4,,0 / 4,4 / 19,3 / 10,2 / 6,2 / 2,,0 / 2,0 / 19,0 / 10,0 / 6,0 / 2,,0 / 2,5 / 19,5 / 10,3 / 6,2 / 2,,0 / 2,9 / 19,7 / 10,4 / 6,2 / 2,,0 / 2,11,2,11,1,2.2,2.0,45.8,2 / 2,3 / 11,0 / 1,6 / 11,1 / 1,7 / 11,1 / 1,"Michigan Center for Fertility and Women's Health, PLC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
