OrderID,Clinic_Name,PrevClinName2,City,State,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,No_of_IVF_cycles_in_2012,TotBankingCycles,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTripLBRate1,FshNDTripLBRate2,FshNDTripLBRate3,FshNDTripLBRate4,FshNDTripLBRate5,FshNDTripLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTripLB_TransRate1,FshNDTripLB_TransRate2,FshNDTripLB_TransRate3,FshNDTripLB_TransRate4,FshNDTripLB_TransRate5,FshNDTripLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,FshNDPregnancies1,FshNDPregnancies2,FshNDPregnancies3,FshNDPregnancies4,FshNDPregnancies5,FshNDPregnancies6,FshNDSnglLB_PregRate1,FshNDSnglLB_PregRate2,FshNDSnglLB_PregRate3,FshNDSnglLB_PregRate4,FshNDSnglLB_PregRate5,FshNDSnglLB_PregRate6,FshNDTripLB_PregRate1,FshNDTripLB_PregRate2,FshNDTripLB_PregRate3,FshNDTripLB_PregRate4,FshNDTripLB_PregRate5,FshNDTripLB_PregRate6,FshNDLvBirths_PregRate1,FshNDLvBirths_PregRate2,FshNDLvBirths_PregRate3,FshNDLvBirths_PregRate4,FshNDLvBirths_PregRate5,FshNDLvBirths_PregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTripLB_TransRate1,ThwNDTripLB_TransRate2,ThwNDTripLB_TransRate3,ThwNDTripLB_TransRate4,ThwNDTripLB_TransRate5,ThwNDTripLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
236,MISSISSIPPI FERTILITY INSTITUTE,,JACKSON,MISSISSIPPI,100%,78%,0%,0%,<1%,37%,<1%,10%,21%,13%,27%,0%,17%,13%,8%,164,0,"John D. Isaacs, Jr, MD",56,33,16,2,2,0,1.8,9.1,16-Feb,2-Jan,0 / 2,,2.1,2.2,1.9,3,2.5,,31.1,30.6,20,0 / 3,0 / 5,,0,0,0 / 12,0 / 1,0 / 2,,23.2,30.3,16-Jan,0 / 2,0 / 2,,3.6,3,0 / 16,0 / 2,0 / 2,,35.7,39.4,16-Mar,0 / 2,0 / 2,,41.1,39.4,16-Mar,0 / 2,0 / 2,,50,28,13,1,2,0,26,35.7,13-Jan,0 / 1,0 / 2,,4,3.6,0 / 13,0 / 1,0 / 2,,40,46.4,13-Mar,0 / 1,0 / 2,,46,46.4,13-Mar,0 / 1,0 / 2,,23,13,3,0,0,0,56.5,13-Oct,3-Jan,,,,8.7,13-Jan,0 / 3,,,,87,13 / 13,3-Mar,,,,27,7,4,1,1,0,27,7,4,1,1,0,2.3,1.4,2,1,1,,1.9,2.1,2,2,1,,28,15-May,8-Jan,2-Jan,0 / 1,,25.9,7-Mar,0 / 4,0 / 1,0 / 1,,0,0 / 7,0 / 4,0 / 1,0 / 1,,33.3,7-Apr,0 / 4,0 / 1,0 / 1,,37,7-Apr,4-Jan,1-Jan,0 / 1,,6,9,6,9,1.8,2.1,11-Jul,0 / 19,6-Jan,0 / 9,6-Apr,0 / 9,6-Apr,0 / 9,Mississippi Fertility Institute,Yes,Yes,No,No,Yes,No,Yes,0,MS
237,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,,JACKSON,MISSISSIPPI,100%,50%,0%,0%,13%,27%,0%,18%,9%,0%,36%,9%,18%,0%,18%,11,0,"J. Preston Parry, MD",4,1,3,0,0,0,4-Jan,1-Jan,0 / 3,,,,1.7,,3,,,,0 / 5,,9-May,,,,0 / 2,,0 / 3,,,,0 / 4,0 / 1,3-Feb,,,,0 / 4,0 / 1,3-Jan,,,,0 / 4,0 / 1,3-Mar,,,,0 / 4,0 / 1,3-Mar,,,,3,0,3,0,0,0,0 / 3,,3-Feb,,,,0 / 3,,3-Jan,,,,0 / 3,,3-Mar,,,,0 / 3,,3-Mar,,,,0,0,3,0,0,0,,,3-Feb,,,,,,3-Jan,,,,,,3-Mar,,,,1,1,1,0,0,0,1,1,1,0,0,0,,,,,,,3,2,2,,,,3-Jan,2-Jan,0 / 2,,,,1-Jan,1-Jan,0 / 1,,,,0 / 1,0 / 1,0 / 1,,,,1-Jan,1-Jan,0 / 1,,,,1-Jan,1-Jan,0 / 1,,,,0,0,0,0,,,,,,,,,,,University of Mississippi Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MS
238,INFERTILITY CENTER OF ST. LOUIS,"SHERMAN J. SILBER, MD",CHESTERFIELD,MISSOURI,99%,96%,0%,3%,0%,8%,16%,42%,1%,8%,43%,6%,6%,10%,18%,885,418,"Sherman J. Silber, MD",92,22,11,2,1,2,2.2,4.5,11-Jan,0 / 2,0 / 1,0 / 2,2.1,2,2.4,3,,2.5,30.9,15,25,0 / 6,,0 / 5,0,18-Jan,0 / 10,0 / 2,,0 / 2,25,18.2,11-Apr,0 / 2,0 / 1,0 / 2,0,0,0 / 11,0 / 2,0 / 1,0 / 2,37,22.7,11-May,0 / 2,0 / 1,0 / 2,46.7,22.7,11-Jun,2-Jan,0 / 1,0 / 2,88,20,10,2,0,2,26.1,20,10-Apr,0 / 2,,0 / 2,0,0,0 / 10,0 / 2,,0 / 2,38.6,25,10-May,0 / 2,,0 / 2,48.9,25,10-Jun,2-Jan,,0 / 2,43,5,6,1,0,0,53.5,5-Apr,6-Apr,0 / 1,,,0,0 / 5,0 / 6,0 / 1,,,79.1,5-May,6-May,0 / 1,,,111,47,38,41,21,30,106,45,36,40,19,29,1,0.8,0.5,0.6,0.3,0.4,2,2.1,2.2,2.4,2.3,1.9,23.8,17.2,17.7,15.8,4.5,1.8,28.3,17.8,25,12.5,19-Jan,3.4,0,0,0,0,0 / 19,0,34,20,27.8,20,19-Jan,3.4,42.5,35.6,36.1,35,19-Mar,3.4,26,23,23,22,2,2.2,28.9,28.6,21.7,18.2,34.8,36.4,39.1,59.1,"Infertility Center of St. Louis, Sherman J. Silber, MD",Yes,No,Yes,Yes,Yes,No,Yes,0,MO
239,"MID-MISSOURI REPRODUCTIVE MEDICINE AND SURGERY, INC.",,COLUMBIA,MISSOURI,100%,77%,0%,2%,0%,10%,47%,13%,28%,3%,65%,9%,0%,16%,50%,116,0,"Steven A. Brody, MD",40,8,7,1,0,0,2.5,8-Jan,0 / 7,0 / 1,,,1.7,1.9,2.4,3,,,40,13-Mar,17-May,0 / 3,,,38.5,0 / 6,0 / 7,0 / 1,,,35,8-Mar,7-Mar,0 / 1,,,2.5,0 / 8,0 / 7,0 / 1,,,47.5,8-Mar,7-Apr,0 / 1,,,47.5,8-Mar,7-Apr,0 / 1,,,39,7,7,1,0,0,35.9,7-Mar,7-Mar,0 / 1,,,2.6,0 / 7,0 / 7,0 / 1,,,48.7,7-Mar,7-Apr,0 / 1,,,48.7,7-Mar,7-Apr,0 / 1,,,19,3,4,0,0,0,14 / 19,3-Mar,4-Mar,,,,19-Jan,0 / 3,0 / 4,,,,19 / 19,3-Mar,4-Apr,,,,29,9,7,4,1,2,28,8,6,4,1,1,2.2,,3,4,,,1.9,1.8,2.3,1.5,3,2,23.1,14-Jan,14-Mar,0 / 6,0 / 3,0 / 2,25,8-Jan,0 / 6,0 / 4,0 / 1,0 / 1,0,0 / 8,0 / 6,0 / 4,0 / 1,0 / 1,32.1,8-Jan,6-Jan,0 / 4,0 / 1,0 / 1,32.1,8-Jan,6-Jan,0 / 4,0 / 1,1-Jan,6,2,6,2,1.7,2.5,10-Apr,5-Mar,6-Jan,2-Feb,6-Feb,2-Feb,6-Mar,2-Feb,"Mid-Missouri Reproductive Medicine and Surgery, Inc.",Yes,No,Yes,Yes,Yes,Yes,Yes,0,MO
240,MISSOURI CENTER FOR REPRODUCTIVE MEDICINE AND FERTILITY,,COLUMBIA,MISSOURI,100%,80%,0%,0%,7%,22%,28%,17%,0%,0%,28%,22%,0%,0%,17%,22,4,"Mira Aubuchon, MD",6,6,1,1,1,0,0 / 6,0 / 6,1-Jan,0 / 1,0 / 1,,1.8,3,,,,,11-Feb,12-Feb,,,,,5-Jan,0 / 4,,,,,6-Feb,0 / 6,0 / 1,0 / 1,0 / 1,,0 / 6,0 / 6,0 / 1,0 / 1,0 / 1,,6-Feb,6-Jan,0 / 1,0 / 1,0 / 1,,6-Feb,6-Jan,0 / 1,0 / 1,0 / 1,,6,4,0,0,0,0,6-Feb,0 / 4,,,,,0 / 6,0 / 4,,,,,6-Feb,4-Jan,,,,,6-Feb,4-Jan,,,,,2,1,0,0,0,0,2-Feb,0 / 1,,,,,0 / 2,0 / 1,,,,,2-Feb,1-Jan,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0.3,0,,,,,3,,,,,,0 / 3,,,,,,0 / 1,,,,,,0 / 1,,,,,,0 / 1,,,,,,0 / 1,,,,,,0,2,0,2,,2,,0 / 4,,0 / 2,,0 / 2,,2-Jan,Missouri Center for Reproductive Medicine and Fertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MO
241,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE-ST. LOUIS,,CREVE COEUR,MISSOURI,100%,94%,0%,<1%,<1%,5%,19%,15%,10%,5%,23%,27%,<1%,2%,2%,502,26,"Molina Dayal, MD",202,81,38,19,12,5,4,4.9,5.3,19-Feb,0 / 12,5-Jan,2,1.9,1.7,2.3,2.4,2,34.2,23.6,18,3.1,0 / 17,0 / 2,2.6,0,0 / 16,0 / 13,0 / 6,0 / 1,23.3,21,15.8,0 / 19,0 / 12,0 / 5,1,0,0,0 / 19,0 / 12,0 / 5,35.1,25.9,15.8,0 / 19,0 / 12,0 / 5,40.6,29.6,21.1,19-Jan,0 / 12,0 / 5,170,66,30,14,7,1,27.6,25.8,20,0 / 14,0 / 7,0 / 1,1.2,0,0,0 / 14,0 / 7,0 / 1,41.8,31.8,20,0 / 14,0 / 7,0 / 1,48.2,36.4,26.7,14-Jan,0 / 7,0 / 1,82,24,8,1,0,0,57.3,70.8,8-Jun,0 / 1,,,2.4,0,0 / 8,0 / 1,,,86.6,87.5,8-Jun,0 / 1,,,51,21,11,9,0,2,51,21,11,9,0,2,1.9,2.1,1.6,0.8,0,,2.3,1.6,1.7,1.7,,2,28.6,30.3,19-Jul,15-Jan,,0 / 4,19.6,14.3,11-May,0 / 9,,0 / 2,2,0,0 / 11,0 / 9,,0 / 2,39.2,23.8,11-May,0 / 9,,0 / 2,39.2,28.6,11-Jun,9-Jan,,0 / 2,16,9,15,8,2.1,1.9,29,15-Jan,15-Mar,8-Jan,15-May,8-Jan,15-Jun,8-Jan,This clinic has closed or reorganized since 2012.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,0,MO
242,MIDWEST WOMEN'S HEALTHCARE SPECIALISTS,,KANSAS CITY,MISSOURI,100%,75%,0%,0%,0%,33%,29%,39%,43%,4%,45%,0%,0%,31%,34%,97,0,"Gregory C. Starks, MD",46,17,4,2,2,0,15.2,17-May,4-Feb,2-Feb,2-Feb,,1.9,1.9,2,,,,60.5,28.6,0 / 4,,,,2.6,0 / 10,0 / 2,,,,30.4,17-Apr,0 / 4,0 / 2,0 / 2,,2.2,0 / 17,0 / 4,0 / 2,0 / 2,,56.5,17-May,0 / 4,0 / 2,0 / 2,,65.2,17-May,0 / 4,0 / 2,0 / 2,,39,11,2,0,0,0,35.9,11-Apr,0 / 2,,,,2.6,0 / 11,0 / 2,,,,66.7,11-May,0 / 2,,,,76.9,11-May,0 / 2,,,,30,5,0,0,0,0,46.7,5-Apr,,,,,3.3,0 / 5,,,,,86.7,5-May,,,,,9,8,5,0,1,0,9,5,4,0,1,0,3,2.5,,,,,1.7,1.4,1.3,,1,,15-Apr,7-Jan,5-Feb,,1-Jan,,9-Feb,5-Jan,4-Feb,,0 / 1,,0 / 9,0 / 5,0 / 4,,0 / 1,,9-Mar,5-Jan,4-Feb,,0 / 1,,9-May,5-Feb,4-Feb,,1-Jan,,3,0,2,0,2,,4-Apr,,0 / 2,,2-Feb,,2-Feb,,Midwest Women's Healthcare Specialists,Yes,No,Yes,Yes,Yes,Yes,Yes,0,MO
243,FERTILITY PARTNERSHIP,,SAINT PETERS,MISSOURI,100%,97%,0%,0%,<1%,13%,25%,31%,14%,2%,37%,5%,8%,12%,19%,176,4,"David E. Simckes, MD",71,30,15,6,1,0,0,0,0 / 15,0 / 6,0 / 1,,2,2.1,2.8,2.3,3,,48.6,22.4,9.7,7-Jan,0 / 3,,0,0,0 / 11,0 / 2,0 / 1,,26.8,20,15-Mar,6-Jan,0 / 1,,1.4,0,0 / 15,0 / 6,0 / 1,,49.3,26.7,15-Mar,6-Jan,0 / 1,,49.3,33.3,15-Mar,6-Jan,0 / 1,,55,23,11,3,1,0,34.5,26.1,11-Mar,3-Jan,0 / 1,,1.8,0,0 / 11,0 / 3,0 / 1,,63.6,34.8,11-Mar,3-Jan,0 / 1,,63.6,43.5,11-Mar,3-Jan,0 / 1,,35,10,3,1,0,0,54.3,10-Jun,3-Mar,1-Jan,,,2.9,0 / 10,0 / 3,0 / 1,,,100,10-Aug,3-Mar,1-Jan,,,25,9,3,6,1,2,25,8,3,6,1,2,1.4,1.1,1.5,3,,,2.1,2.1,2.7,3,2,1.5,19.2,17-May,8-Jan,18-Jan,0 / 2,0 / 3,24,8-Apr,0 / 3,0 / 6,0 / 1,0 / 2,0,0 / 8,0 / 3,0 / 6,0 / 1,0 / 2,28,8-Apr,0 / 3,0 / 6,0 / 1,0 / 2,32,8-May,3-Jan,6-Jan,0 / 1,0 / 2,0,3,0,3,,2.7,,8-Apr,,3-Feb,,3-Mar,,3-Mar,Fertility Partnership,Yes,Yes,Yes,Yes,Yes,No,No,1,MO
244,CENTER FOR REPRODUCTIVE MEDICINE & ROBOTIC SURGERY,,ST. LOUIS,MISSOURI,100%,97%,0%,0%,0%,12%,44%,26%,32%,14%,44%,10%,0%,20%,36%,50,0,"Saji Jacob, MD",28,3,3,1,0,0,0,0 / 3,0 / 3,0 / 1,,,2.4,2.3,2.7,,,,14.8,7-Mar,0 / 8,,,,0,0 / 2,0 / 3,,,,14.3,3-Jan,0 / 3,0 / 1,,,0,0 / 3,0 / 3,0 / 1,,,21.4,3-Jan,0 / 3,0 / 1,,,32.1,3-Feb,0 / 3,0 / 1,,,25,3,3,0,0,0,16,3-Jan,0 / 3,,,,0,0 / 3,0 / 3,,,,24,3-Jan,0 / 3,,,,36,3-Feb,0 / 3,,,,9,2,0,0,0,0,9-Apr,2-Jan,,,,,0 / 9,0 / 2,,,,,9-Jun,2-Jan,,,,,8,1,1,0,0,0,7,1,1,0,0,0,1,,,,,,2.3,3,3,,,,16-Jan,0 / 3,0 / 3,,,,7-Jan,0 / 1,0 / 1,,,,0 / 7,0 / 1,0 / 1,,,,7-Jan,0 / 1,0 / 1,,,,7-Feb,0 / 1,0 / 1,,,,2,3,2,3,2.5,2,0 / 5,0 / 6,0 / 2,0 / 3,0 / 2,0 / 3,0 / 2,0 / 3,Center for Reproductive Medicine & Robotic Surgery,Yes,Yes,Yes,Yes,Yes,No,Yes,0,MO
245,THE INFERTILITY AND REPRODUCTIVE MEDICINE CENTER,AT WASHINGTON UNIVERSITY SCHOOL OF MEDICINE AND BARNES-JEWISH HOSPITAL,ST. LOUIS,MISSOURI,100%,65%,0%,1%,1%,21%,21%,18%,14%,2%,27%,5%,15%,8%,11%,502,20,"Randall R. Odem, MD",201,62,68,15,4,0,7,9.7,10.3,15-Feb,4-Jan,,2,2.2,3.3,3.7,5.5,,34.8,31.5,17.6,2.1,0 / 11,,2.3,0,0,0 / 12,0 / 2,,31.8,37.1,17.6,15-Jan,0 / 4,,0,0,1.5,0 / 15,0 / 4,,43.3,48.4,26.5,15-Jan,0 / 4,,48.8,53.2,38.2,15-Jan,0 / 4,,182,56,61,13,2,0,35.2,41.1,19.7,13-Jan,0 / 2,,0,0,1.6,0 / 13,0 / 2,,47.8,53.6,29.5,13-Jan,0 / 2,,53.8,58.9,42.6,13-Jan,0 / 2,,98,33,26,1,0,0,65.3,69.7,46.2,1-Jan,,,0,0,3.8,0 / 1,,,88.8,90.9,69.2,1-Jan,,,64,11,15,3,0,0,57,11,13,3,0,0,1.4,1.6,1.2,0.4,,,1.7,1.7,1.9,3,,,41.4,19-Apr,40,9-Jan,,,31.6,11-Apr,13-Apr,0 / 3,,,0,0 / 11,0 / 13,0 / 3,,,47.4,11-Apr,13-Apr,0 / 3,,,52.6,11-Apr,13-Oct,3-Jan,,,25,14,23,11,2,1.8,56.5,40,30.4,11-Feb,56.5,11-Mar,73.9,11-Jun,The Infertility and Reproductive Medicine Center at Washington University School of Medicine and Barnes-Jewish Hospital,Yes,No,Yes,Yes,Yes,Yes,Yes,0,MO
246,BILLINGS CLINIC,DEPARTMENT OF REPRODUCTIVE MEDICINE AND FERTILITY CARE,BILLINGS,MONTANA,100%,67%,0%,0%,3%,21%,12%,18%,7%,2%,24%,6%,26%,5%,12%,85,1,"Christopher P. Montville, MD",46,16,11,3,0,0,10.9,16-Feb,0 / 11,0 / 3,,,1.6,1.7,2.5,1,,,50,20.8,29.6,0 / 2,,,39.4,11-Feb,10-Jan,,,,30.4,16-Apr,11-Jun,0 / 3,,,2.2,0 / 16,0 / 11,0 / 3,,,43.5,16-Apr,11-Jun,0 / 3,,,45.7,16-Jun,11-Jul,0 / 3,,,36,14,11,2,0,0,38.9,14-Apr,11-Jun,0 / 2,,,2.8,0 / 14,0 / 11,0 / 2,,,55.6,14-Apr,11-Jun,0 / 2,,,58.3,14-Jun,11-Jul,0 / 2,,,21,6,7,0,0,0,66.7,6-Apr,7-Jun,,,,4.8,0 / 6,0 / 7,,,,95.2,6-Apr,7-Jun,,,,6,0,2,0,0,0,6,0,2,0,0,0,1.2,0,2,,,,1.5,,1.5,,,,9-Jan,,0 / 3,,,,0 / 6,,0 / 2,,,,0 / 6,,0 / 2,,,,0 / 6,,0 / 2,,,,6-Jan,,0 / 2,,,,0,0,0,0,,,,,,,,,,,"Billings Clinic, Department of Reproductive Medicine and Fertility Care",No,No,Yes,Yes,Yes,Yes,Yes,0,MT
247,"HEARTLAND CENTER FOR REPRODUCTIVE MEDICINE, PC",,OMAHA,NEBRASKA,>99%,54%,0%,0%,0%,17%,7%,33%,12%,5%,52%,2%,11%,9%,26%,297,0,"Victoria M. Maclin, MD",130,47,30,15,4,0,4.6,6.4,13.3,15-Jun,4-Jan,,1.9,2,2.1,2,2,,35.9,13.3,19.5,14-Jan,0 / 2,,2.2,0,0 / 16,0 / 4,0 / 1,,26.2,12.8,13.3,15-Jan,0 / 4,,1.5,0,0,0 / 15,0 / 4,,39.2,14.9,16.7,15-Jan,0 / 4,,43.8,27.7,26.7,15-Jan,0 / 4,,112,37,20,7,1,0,30.4,16.2,20,7-Jan,0 / 1,,1.8,0,0,0 / 7,0 / 1,,45.5,18.9,25,7-Jan,0 / 1,,50.9,35.1,40,7-Jan,0 / 1,,57,13,8,1,0,0,59.6,13-Jun,8-Apr,1-Jan,,,3.5,0 / 13,0 / 8,0 / 1,,,89.5,13-Jul,8-May,1-Jan,,,23,7,3,0,0,0,22,6,3,0,0,0,2,3,,,,,1.9,1.7,1.7,,,,11.9,0 / 10,0 / 5,,,,22.7,0 / 6,0 / 3,,,,0,0 / 6,0 / 3,,,,22.7,0 / 6,0 / 3,,,,27.3,6-Jan,0 / 3,,,,29,9,26,7,1.8,1.3,37.5,9-Jan,30.8,0 / 7,46.2,0 / 7,53.8,7-Jan,"Heartland Center for Reproductive Medicine, PC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,NE
248,NEBRASKA METHODIST HOSPITAL REI,,OMAHA,NEBRASKA,>99%,86%,0%,0%,0%,21%,17%,7%,18%,7%,51%,19%,6%,15%,24%,410,2,"Carolyn M. Doherty, MD",139,40,31,4,0,0,10.1,10,25.8,4-Jan,,,2,2.1,3,3.3,,,31.1,11,14.5,10-Feb,,,7.6,8.8,0,0 / 3,,,22.3,2.5,12.9,4-Jan,,,0.7,0,0,0 / 4,,,35.3,10,16.1,4-Jan,,,41.7,20,16.1,4-Feb,,,120,34,23,3,0,0,25.8,2.9,17.4,3-Jan,,,0.8,0,0,0 / 3,,,40.8,11.8,21.7,3-Jan,,,48.3,23.5,21.7,3-Feb,,,58,8,5,2,0,0,53.4,8-Jan,5-Apr,2-Jan,,,1.7,0 / 8,0 / 5,0 / 2,,,84.5,8-Apr,5-May,2-Jan,,,101,41,20,5,4,0,78,29,10,3,1,0,1.8,1.8,2,1.5,,,2,2,2.2,2.7,2,,38.1,25.9,31.8,8-Jan,0 / 2,,38.5,31,10-Jan,3-Jan,0 / 1,,1.3,0,0 / 10,0 / 3,0 / 1,,50,41.4,10-Mar,3-Jan,0 / 1,,59,44.8,10-Apr,3-Feb,0 / 1,,15,8,14,6,2,1.7,57.1,10-Jan,14-Apr,0 / 6,14-Sep,0 / 6,14-Sep,6-Jan,Nebraska Methodist Hospital REI,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,NE
249,FERTILITY CENTER OF LAS VEGAS,,LAS VEGAS,NEVADA,100%,95%,1%,2%,5%,13%,6%,52%,2%,1%,44%,14%,5%,8%,26%,1065,510,"Bruce S. Shapiro, MD, PhD",45,20,9,6,5,2,0,0,9-Jan,0 / 6,5-Feb,2-Jan,1.5,1.5,1.5,1.5,2,1,45.7,16-Jul,6-Apr,0 / 6,0 / 2,0 / 1,42.9,7-Feb,3-Jan,0 / 2,0 / 1,,24.4,15,9-Mar,0 / 6,0 / 5,0 / 2,0,0,0 / 9,0 / 6,0 / 5,0 / 2,28.9,20,9-Mar,0 / 6,0 / 5,0 / 2,33.3,20,9-Mar,0 / 6,0 / 5,0 / 2,23,11,4,4,1,1,47.8,11-Mar,4-Mar,0 / 4,0 / 1,0 / 1,0,0 / 11,0 / 4,0 / 4,0 / 1,0 / 1,56.5,11-Apr,4-Mar,0 / 4,0 / 1,0 / 1,65.2,11-Apr,4-Mar,0 / 4,0 / 1,0 / 1,15,4,3,0,0,0,15-Nov,4-Mar,3-Mar,,,,0 / 15,0 / 4,0 / 3,,,,13 / 15,4-Apr,3-Mar,,,,180,84,73,22,12,3,157,65,65,18,9,0,0.8,0.6,0.5,0.3,0.5,0,1.6,1.7,1.8,1.5,1.9,,59.4,48.6,39.5,29.6,17-May,,40.8,36.9,38.5,18-Apr,9-Jan,,0,0,0,0 / 18,0 / 9,,62.4,56.9,46.2,18-May,9-Mar,,74.5,69.2,63.1,18-Sep,9-May,,57,37,48,32,1.8,1.5,53.6,44.9,41.7,46.9,60.4,53.1,79.2,62.5,Fertility Center of Las Vegas,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,NV
